TargetCandidateName,TargetCandidateOffice,TargetPropositionName,ExpenderPosition,ExpenderName,ExpenderID,Amount,ExpenditureDscr,PayeeName,DateStart,DateEnd,DateRange
"Saylor, Don",State Assembly,,S,"FairPAC Independent Expenditure Committee, Sponsored by the Civil Justice Association of California",1033355,19406.71,Mailer (Estimated Costs),,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Saylor, Don",State Assembly,,S,"FairPAC Independent Expenditure Committee, Sponsored by the Civil Justice Association of California",1033355,3650.0,Research (Estimated Costs),,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Saylor, Don",State Assembly,,S,"FairPAC Independent Expenditure Committee, Sponsored by the Civil Justice Association of California",1033355,5400.0,Survey (Estimated Costs),,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Brown, Cheryl",State Assembly,,S,Californians for Jobs and a Strong Economy,1275549,7250.0,Survey to Support Cheryl Brown,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Nguyen, Madison",State Assembly,,S,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,1875.0,CONSULTING,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Nguyen, Madison",State Assembly,,S,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,4520.13,RESEARCH,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Nguyen, Madison",State Assembly,,S,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,6227.21,MAILER,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kalra, Ash",State Assembly,,O,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,5625.0,CONSULTING,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kalra, Ash",State Assembly,,O,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,13560.38,RESEARCH,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kalra, Ash",State Assembly,,O,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,18681.61,MAILER,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Nguyen, Madison",State Assembly,,S,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,3750.0,CONSULTING,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Nguyen, Madison",State Assembly,,S,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,11706.41,MAILER,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kalra, Ash",State Assembly,,O,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,3750.0,CONSULTING,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kalra, Ash",State Assembly,,O,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,11706.41,MAILER,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Torlakson, Mae",State Assembly,,S,"Opportunity PAC - A coalition of teachers, health care givers, faculty members, school employees, and public and private employee associations",1072107,17323.07,Mailer,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Grayson, Tim",State Assembly,,O,"Opportunity PAC - A coalition of teachers, health care givers, faculty members, school employees, and public and private employee associations",1072107,17323.06,Mailer,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Ohtaki, Peter",State Assembly,,S,Cooperative of American Physicians Independent Expenditure Committee,1070126,2150.0,PHONE CALLS,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,139.24,Food for volunteers,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,44.14,Supplies,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,24.45,Supplies,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,79.23,Room Rental,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,15.28,Food for volunteers,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,61.27,Food for volunteers,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Friedman, Laura",State Assembly,,S,Planned Parenthood Advocacy Project Los Angeles County Action Fund,1071446,7503.93,Mailer,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Rubio, Blanca",State Assembly,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,20490.01,Mailer,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Rubio, Blanca",State Assembly,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,2000.0,Consulting,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Rubio, Blanca",State Assembly,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,1000.0,Consulting,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Dababneh, Matt",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,22447.04,LIT,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Dodd, Bill",State Senate,,S,Californians Allied for Patient Protection Independent Expenditure Account,1069689,49680.0,LIT,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Dodd, Bill",State Senate,,S,California Farm Bureau Federation Fund to Protect the Family Farm (FARM PAC),1021706,28438.0,LIT,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Aguiar-curry, Cecilia",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,10.8,STAFF MILEAGE,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Pugno, Andy",State Assembly,,O,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,1575.0,MAILER DESIGN AND PRODUCTION,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Pugno, Andy",State Assembly,,O,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,804.93,VOTER FILE,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Pugno, Andy",State Assembly,,O,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,9052.46,MAILER,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Pugno, Andy",State Assembly,,O,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,11647.84,MAILER,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Pugno, Andy",State Assembly,,O,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,935.61,VOTER FILE,,2016-05-28T00:00:00Z,2016-05-28T00:00:00Z,2016-05-28
"Kamenir-reznik, Janice",State Senate,,S,California Apartment Association Independent Expenditure  Committee,1294628,37997.32,Mass mail,West Coast Public Affairs,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Bocanegra, Raul",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,20719.34,MAILER,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kassakhian, Ardy",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,1292.0,NEWSPAPER INSERT,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Dababneh, Matt",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,12497.73,MAILER,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wilk, Scott",State Senate,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,24830.74,MAILER,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wilk, Scott",State Senate,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,1081.53,VOTER FILE,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Lackey, Tom",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,14372.8,MAILER,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Lackey, Tom",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,721.71,VOTER FILE,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Grayson, Tim",State Assembly,,O,"Opportunity PAC - A coalition of teachers, health care givers, faculty members, school employees, and public and private employee associations",1072107,34616.13,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Aguiar-curry, Cecilia",State Assembly,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,21390.0,Cable Ads,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Grayson, Tim",State Assembly,,S,Californians for Jobs and a Strong Economy,1275549,10000.0,Consulting to Support Tim Grayson,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Aguiar-curry, Cecilia",State Assembly,,S,"JOBSPAC, A BI-PARTISAN COALITION OF CALIFORNIA EMPLOYERS",1054833,6785.74,MAILER,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Grayson, Tim",State Assembly,,S,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1346242,30284.33,MAILER,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Chen, Phillip",State Assembly,,S,Spirit of Democracy California,1346379,17498.42,"LIT, POS",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Hadley, David",State Assembly,,S,Spirit of Democracy California,1346379,38485.84,"LIT, POS",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kiesel, Art",State Assembly,,S,Spirit of Democracy California,1346379,10412.4,"LIT, POS",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Brown, Cheryl",State Assembly,,O,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,6254.81,"LIT $201,069.19",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Brown, Cheryl",State Assembly,,O,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,327.2,"Voter Data $201,069.19",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Brown, Cheryl",State Assembly,,O,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,7314.7,"POS $201,069.19",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Brown, Cheryl",State Assembly,,O,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,4699.41,"CNS $201,069.19",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kassakhian, Ardy",State Assembly,,O,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,26788.29,"CNS, LIT",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,1299.85,"Payroll Taxes $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,473.87,"SAL $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,249.34,"SAL $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,440.43,"SAL $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,432.76,"SAL $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,502.31,"SAL $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,600.27,"SAL $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,30.71,"Payroll Taxes $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,106.75,"OFC $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,397.62,"SAL $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,415.57,"SAL $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Napolitano, Steve",,,S,LA Jobs PAC: Sponsored by the Los Angeles Area Chamber of Commerce,1076264,22000.0,"PHO $117,698.06",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,376.62,"SAL $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,484.84,"SAL $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,103.89,"SAL $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,90.0,"TRS $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,80.0,"TRS $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,100.0,"TRS $101,665.02",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Clinton, Hillary",President,,S,"AFRICAN AMERICAN VOTER REGISTRATION, EDUCATION AND PARTICIPATION PROJECT",1226812,97.92,Slate mailer listing,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"",,,U,"AFRICAN AMERICAN VOTER REGISTRATION, EDUCATION AND PARTICIPATION PROJECT",1226812,97.92,Slate Listing,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Bass, Karen",Congress,,S,"AFRICAN AMERICAN VOTER REGISTRATION, EDUCATION AND PARTICIPATION PROJECT",1226812,97.92,Slate mailer listing,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Hall, Isadore",U S Representative,,S,"AFRICAN AMERICAN VOTER REGISTRATION, EDUCATION AND PARTICIPATION PROJECT",1226812,97.92,Slate mailer listing,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Bradford, Steve",State Senate,,S,"AFRICAN AMERICAN VOTER REGISTRATION, EDUCATION AND PARTICIPATION PROJECT",1226812,97.96,Slate Listing,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Holden, Chris",State Assembly,,S,"AFRICAN AMERICAN VOTER REGISTRATION, EDUCATION AND PARTICIPATION PROJECT",1226812,97.92,Slate listing,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Brown, Cheryl",State Assembly,,S,"AFRICAN AMERICAN VOTER REGISTRATION, EDUCATION AND PARTICIPATION PROJECT",1226812,97.92,Slate Listing,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Jones-Sawyer, Reggie",State Assembly,,S,"AFRICAN AMERICAN VOTER REGISTRATION, EDUCATION AND PARTICIPATION PROJECT",1226812,97.92,Slate Mailer Listing,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Burke, Autumn",State Assembly,,S,"AFRICAN AMERICAN VOTER REGISTRATION, EDUCATION AND PARTICIPATION PROJECT",1226812,97.92,Slate Listing,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Gipson, Mike",State Assembly,,S,"AFRICAN AMERICAN VOTER REGISTRATION, EDUCATION AND PARTICIPATION PROJECT",1226812,97.92,Slate Listing,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kalra, Ash",State Assembly,,S,"Opportunity PAC - A coalition of teachers, health care givers, faculty members, school employees, and public and private employee associations",1072107,21891.88,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kalra, Ash",State Assembly,,S,"Opportunity PAC - A coalition of teachers, health care givers, faculty members, school employees, and public and private employee associations",1072107,6619.35,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Berman, Marc",State Assembly,,S,EdVoice Independent Expenditure Committee,1261580,30962.85,LIT,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wiener, Scott",State Senate,,S,San Francisco Democratic County Central Committee,1018513,102.26,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wiener, Scott",State Senate,,S,San Francisco Democratic County Central Committee,1018513,1482.5,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wiener, Scott",State Senate,,S,San Francisco Democratic County Central Committee,1018513,1853.52,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wiener, Scott",State Senate,,S,San Francisco Democratic County Central Committee,1018513,145.68,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wiener, Scott",State Senate,,S,San Francisco Democratic County Central Committee,1018513,612.71,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wiener, Scott",State Senate,,S,San Francisco Democratic County Central Committee,1018513,350.31,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wiener, Scott",State Senate,,S,San Francisco Democratic County Central Committee,1018513,10977.75,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wiener, Scott",State Senate,,S,San Francisco Democratic County Central Committee,1018513,9883.3,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Chiu, David",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,102.26,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Chiu, David",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,65.88,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Chiu, David",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,1853.52,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Chiu, David",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,145.68,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Chiu, David",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,612.71,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Chiu, David",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,350.31,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Chiu, David",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,10977.75,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Chiu, David",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,439.21,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Ting, Phil",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,102.26,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Ting, Phil",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,65.88,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Ting, Phil",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,150.93,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Ting, Phil",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,145.68,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Ting, Phil",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,612.71,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Ting, Phil",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,350.31,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Ting, Phil",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,893.91,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Ting, Phil",State Assembly,,S,San Francisco Democratic County Central Committee,1018513,439.21,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"",,"Prop 50 - SCA 17 (RESOLUTION CHAPTER 127, STATUTES OF 2014), STEINBERG. MEMBERS OF THE LEGISLATURE: SUSPENSION",S,San Francisco Democratic County Central Committee,1018513,68.16,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"",,"Prop 50 - SCA 17 (RESOLUTION CHAPTER 127, STATUTES OF 2014), STEINBERG. MEMBERS OF THE LEGISLATURE: SUSPENSION",S,San Francisco Democratic County Central Committee,1018513,29.81,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"",,"Prop 50 - SCA 17 (RESOLUTION CHAPTER 127, STATUTES OF 2014), STEINBERG. MEMBERS OF THE LEGISLATURE: SUSPENSION",S,San Francisco Democratic County Central Committee,1018513,67.32,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"",,"Prop 50 - SCA 17 (RESOLUTION CHAPTER 127, STATUTES OF 2014), STEINBERG. MEMBERS OF THE LEGISLATURE: SUSPENSION",S,San Francisco Democratic County Central Committee,1018513,81.61,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"",,"Prop 50 - SCA 17 (RESOLUTION CHAPTER 127, STATUTES OF 2014), STEINBERG. MEMBERS OF THE LEGISLATURE: SUSPENSION",S,San Francisco Democratic County Central Committee,1018513,343.22,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"",,"Prop 50 - SCA 17 (RESOLUTION CHAPTER 127, STATUTES OF 2014), STEINBERG. MEMBERS OF THE LEGISLATURE: SUSPENSION",S,San Francisco Democratic County Central Committee,1018513,233.51,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
